poll_info,year,state,Trump,Clinton,Other,Undecided,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,Johnson,McMullin,days_to_election,poll_key
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,53,32,NA,4,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,459,Internet,Nonpartisan,None,NA,NA,1,2016_26807_south-dakota
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,55,40,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,312,Internet,Nonpartisan,None,NA,NA,2,2016_26793_south-dakota
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,53,27,NA,4,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,298,Internet,Nonpartisan,None,NA,NA,8,2016_26596_south-dakota
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,56,40,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,311,Internet,Nonpartisan,None,NA,NA,10,2016_26592_south-dakota
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,52,32,NA,5,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,377,Internet,Nonpartisan,None,NA,NA,15,2016_26441_south-dakota
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,44,37,NA,12,26434,Mason-Dixon,2016-10-18,2016-10-20,Likely Voters,400,Live Phone,Nonpartisan,None,NA,NA,19,2016_26434_south-dakota
2016-south-dakota-president-trump-vs-clinton,2016,south-dakota,51,37,NA,11,25390,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,809,Internet,Nonpartisan,None,NA,NA,68,2016_25390_south-dakota
2016-rhode-island-president-trump-vs-clinton,2016,rhode-island,36,48,NA,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,415,Internet,Nonpartisan,None,NA,NA,1,2016_26807_rhode-island
2016-rhode-island-president-trump-vs-clinton,2016,rhode-island,37,59,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,310,Internet,Nonpartisan,None,NA,NA,2,2016_26793_rhode-island
2016-rhode-island-president-trump-vs-clinton,2016,rhode-island,36,49,NA,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,419,Internet,Nonpartisan,None,NA,NA,8,2016_26596_rhode-island
2016-rhode-island-president-trump-vs-clinton,2016,rhode-island,40,57,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,308,Internet,Nonpartisan,None,NA,NA,10,2016_26592_rhode-island
2016-rhode-island-president-trump-vs-clinton,2016,rhode-island,37,49,NA,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,488,Internet,Nonpartisan,None,NA,NA,15,2016_26441_rhode-island
2016-rhode-island-president-trump-vs-clinton,2016,rhode-island,40,50,NA,11,25388,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,625,Internet,Nonpartisan,None,NA,NA,68,2016_25388_rhode-island
2016-kentucky-president-trump-vs-clinton,2016,kentucky,54,35,NA,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1315,Internet,Nonpartisan,None,NA,NA,1,2016_26807_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,60,36,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,328,Internet,Nonpartisan,None,NA,NA,2,2016_26793_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,58,38,NA,4,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,651,Internet,Nonpartisan,None,NA,NA,2,2016_26806_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,58,31,NA,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,424,Internet,Nonpartisan,None,NA,NA,8,2016_26596_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,59,37,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,324,Internet,Nonpartisan,None,NA,NA,10,2016_26592_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,56,32,NA,5,26594,Cygnal (RunSwitch PR),2016-10-26,2016-10-28,Likely Voters,811,Live Phone,Sponsor,Rep,NA,NA,11,2016_26594_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,60,29,NA,1,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,366,Internet,Nonpartisan,None,NA,NA,15,2016_26441_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,53,39,NA,8,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,576,Internet,Nonpartisan,None,NA,NA,26,2016_26344_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,57,37,NA,6,26110,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,627,Internet,Nonpartisan,None,NA,NA,33,2016_26110_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,54,35,NA,11,25550,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,716,Internet,Nonpartisan,None,NA,NA,54,2016_25550_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,57,34,NA,9,25368,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,732,Internet,Nonpartisan,None,NA,NA,68,2016_25368_kentucky
2016-kentucky-president-trump-vs-clinton,2016,kentucky,42,45,NA,13,22299,PPP (D),2015-06-18,2015-06-21,Likely Voters,1108,IVR/Online,Pollster,Dem,NA,NA,506,2016_22299_kentucky
2016-oregon-president-trump-vs-clinton,2016,oregon,35,50,5,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1595,Internet,Nonpartisan,None,7,NA,1,2016_26807_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,43,51,6,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,319,Internet,Nonpartisan,None,NA,NA,2,2016_26793_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,37,47,NA,16,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,636,Internet,Nonpartisan,None,NA,NA,2,2016_26806_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,36,51,4,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,743,Internet,Nonpartisan,None,7,NA,8,2016_26596_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,34,41,10,11,26634,DHM Research/Fox 12,2016-10-25,2016-10-29,Likely Voters,504,Live Phone,Nonpartisan,None,4,NA,10,2016_26634_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,43,50,6,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,313,Internet,Nonpartisan,None,NA,NA,10,2016_26592_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,32,51,5,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,576,Internet,Nonpartisan,None,9,NA,15,2016_26441_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,36,46,9,4,26273,Riley Research/KGW/The Oregonian,2016-10-04,2016-10-14,Likely Voters,608,Live Phone,Nonpartisan,None,5,NA,25,2016_26273_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,36,43,8,7,26258,DHM Research/Oregon Public Broadcasting,2016-10-06,2016-10-13,Likely Voters,600,Live Phone,Nonpartisan,None,7,NA,26,2016_26258_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,37,47,NA,16,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,616,Internet,Nonpartisan,None,NA,NA,26,2016_26344_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,38,48,4,5,26170,SurveyUSA/KATU-TV,2016-10-10,2016-10-12,Likely Voters,654,IVR/Online,Nonpartisan,None,6,NA,27,2016_26170_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,36,51,NA,13,26128,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,626,Internet,Nonpartisan,None,NA,NA,33,2016_26128_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,39,47,2,8,26009,Gravis Marketing/Breitbart,2016-10-04,2016-10-04,Registered Voters,1248,IVR/Online,Nonpartisan,None,4,NA,35,2016_26009_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,33,45,3,11,25954,Hoffman Research (R),2016-09-29,2016-10-01,Likely Voters,605,Live Phone,Pollster,Rep,8,NA,38,2016_25954_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,41,44,NA,15,25567,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,687,Internet,Nonpartisan,None,NA,NA,54,2016_25567_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,28,43,10,8,25469,ICITIZEN,2016-09-02,2016-09-07,Registered Voters,610,Internet,Nonpartisan,None,11,NA,62,2016_25469_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,25,38,11,17,25426,DHM,2016-09-01,2016-09-06,Registered Voters,517,Live Phone,Nonpartisan,None,10,NA,63,2016_25426_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,36,55,NA,9,25386,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,877,Internet,Nonpartisan,None,NA,NA,68,2016_25386_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,40,43,3,8,24981,Clout Research (R),2016-07-09,2016-07-13,Likely Voters,701,Live Phone,Pollster,Rep,6,NA,118,2016_24981_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,32,46,NA,22,24858,ICITIZEN,2016-06-23,2016-06-27,Registered Voters,555,Internet,Nonpartisan,None,NA,NA,134,2016_24858_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,44,42,NA,13,24571,Clout Research (R),2016-05-10,2016-05-13,Likely Voters,657,Live Phone,Pollster,Rep,NA,NA,179,2016_24571_oregon
2016-oregon-president-trump-vs-clinton,2016,oregon,32,43,11,15,24481,DHM Research/Oregon Public Broadcasting/Fox 12,2016-05-06,2016-05-09,Likely Voters,901,Live Phone,Nonpartisan,None,NA,NA,183,2016_24481_oregon
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,57,32,10,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1271,Internet,Nonpartisan,None,NA,NA,1,2016_26807_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,63,34,4,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,323,Internet,Nonpartisan,None,NA,NA,2,2016_26793_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,61,30,NA,9,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,664,Internet,Nonpartisan,None,NA,NA,2,2016_26806_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,54,31,12,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,472,Internet,Nonpartisan,None,NA,NA,8,2016_26596_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,63,33,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,321,Internet,Nonpartisan,None,NA,NA,10,2016_26592_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,56,32,10,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,493,Internet,Nonpartisan,None,NA,NA,15,2016_26441_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,60,30,5,6,26382,SoonerPoll.com,2016-10-18,2016-10-20,Likely Voters,530,Live Phone/Online,Nonpartisan,None,NA,NA,19,2016_26382_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,51,36,NA,13,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,647,Internet,Nonpartisan,None,NA,NA,26,2016_26344_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,53,33,NA,14,26127,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,638,Internet,Nonpartisan,None,NA,NA,33,2016_26127_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,51,36,6,8,25520,SoonerPoll.com,2016-09-13,2016-09-15,Likely Voters,515,Live Phone/Online,Nonpartisan,None,NA,NA,54,2016_25520_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,53,32,NA,15,25566,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,498,Internet,Nonpartisan,None,NA,NA,54,2016_25566_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,57,33,NA,10,25385,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1041,Internet,Nonpartisan,None,NA,NA,68,2016_25385_oklahoma
2016-oklahoma-president-trump-vs-clinton,2016,oklahoma,53,29,7,11,25038,SoonerPoll.com,2016-07-20,2016-07-25,Likely Voters,398,Live Phone,Nonpartisan,None,NA,NA,106,2016_25038_oklahoma
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,57,29,NA,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,313,Internet,Nonpartisan,None,NA,NA,1,2016_26807_north-dakota
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,55,39,NA,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,307,Internet,Nonpartisan,None,NA,NA,2,2016_26793_north-dakota
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,53,31,NA,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,279,Internet,Nonpartisan,None,NA,NA,8,2016_26596_north-dakota
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,57,37,NA,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,306,Internet,Nonpartisan,None,NA,NA,10,2016_26592_north-dakota
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,49,31,NA,5,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,339,Internet,Nonpartisan,None,NA,NA,15,2016_26441_north-dakota
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,43,32,NA,16,25590,DFM Research (D),2016-09-12,2016-09-17,Likely Voters,400,Live Phone,Pollster,Dem,NA,NA,52,2016_25590_north-dakota
2016-north-dakota-president-trump-vs-clinton,2016,north-dakota,60,32,NA,8,25384,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,549,Internet,Nonpartisan,None,NA,NA,68,2016_25384_north-dakota
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,38,40,4,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,749,Internet,Nonpartisan,None,16,NA,1,2016_26807_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,38,47,15,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,NA,NA,2,2016_26793_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,38,41,NA,21,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,275,Internet,Nonpartisan,None,NA,NA,2,2016_26806_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,40,45,3,2,26798,Albuquerque Journal/Research & Polling,2016-11-01,2016-11-03,Likely Voters,504,Live Phone,Nonpartisan,None,11,NA,5,2016_26798_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,43,46,3,1,26714,ZiaPoll,2016-11-01,2016-11-02,Likely Voters,1102,Mixed,Nonpartisan,None,7,NA,6,2016_26714_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,31,39,2,7,26642,Lucid/The Times-Picayune,2016-10-28,2016-11-01,Likely Voters,567,Internet,Nonpartisan,None,22,NA,7,2016_26642_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,34,44,3,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,987,Internet,Nonpartisan,None,17,NA,8,2016_26596_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,44,50,5,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,322,Internet,Nonpartisan,None,NA,NA,10,2016_26592_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,34,41,2,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,1095,Internet,Nonpartisan,None,21,NA,15,2016_26441_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,39,50,NA,10,26241,WashPost/SurveyMonkey,2016-10-08,2016-10-16,Likely Voters,889,Internet,Nonpartisan,None,NA,NA,23,2016_26241_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,36,44,NA,20,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,263,Internet,Nonpartisan,None,NA,NA,26,2016_26344_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,36,49,NA,15,26123,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,263,Internet,Nonpartisan,None,NA,NA,33,2016_26123_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,33,46,4,3,25972,SurveyUSA/KOB-TV,2016-09-28,2016-10-02,Likely Voters,594,IVR/Online,Nonpartisan,None,14,NA,37,2016_25972_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,34,44,14,8,25959,Albuquerque Journal/Research & Polling,2016-09-27,2016-09-29,Likely Voters,501,Live Phone,Nonpartisan,None,NA,NA,40,2016_25959_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,37,51,NA,13,25381,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1788,Internet,Nonpartisan,None,NA,NA,68,2016_25381_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,31,40,4,9,25266,PPP (D)/NM Political Report,2016-08-19,2016-08-21,Likely Voters,1103,IVR/Online,Pollster,Dem,16,NA,79,2016_25266_new-mexico
2016-new-mexico-president-trump-vs-clinton,2016,new-mexico,33,41,NA,12,24939,PPP (D)/NM Political Report,2016-05-13,2016-05-15,Likely Voters,802,Automated Phone,Pollster,Dem,14,NA,177,2016_24939_new-mexico
2016-illinois-president-trump-vs-clinton,2016,illinois,35,52,10,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1823,Internet,Nonpartisan,None,NA,NA,1,2016_26807_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,40,54,6,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,403,Internet,Nonpartisan,None,NA,NA,2,2016_26793_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,39,51,NA,10,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,781,Internet,Nonpartisan,None,NA,NA,2,2016_26806_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,35,52,11,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,1003,Internet,Nonpartisan,None,NA,NA,8,2016_26596_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,41,56,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,387,Internet,Nonpartisan,None,NA,NA,10,2016_26592_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,37,48,6,10,26605,Loras College,2016-10-26,2016-10-27,Likely Voters,600,Live Phone,Nonpartisan,None,NA,NA,12,2016_26605_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,34,52,12,3,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,1091,Internet,Nonpartisan,None,NA,NA,15,2016_26441_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,36,51,8,5,26394,Victory Research,2016-10-16,2016-10-18,Likely Voters,1200,Live Phone,Nonpartisan,None,NA,NA,21,2016_26394_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,27,60,NA,13,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,612,Internet,Nonpartisan,None,NA,NA,26,2016_26344_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,31,57,NA,12,26106,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,873,Internet,Nonpartisan,None,NA,NA,33,2016_26106_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,28,53,10,10,25955,Southern Illinois University,2016-09-27,2016-10-02,Likely Voters,865,Live Phone,Nonpartisan,None,NA,NA,37,2016_25955_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,35,49,5,11,25826,Victory Research,2016-09-21,2016-09-24,Likely Voters,1200,Live Phone,Nonpartisan,None,NA,NA,45,2016_25826_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,33,47,9,11,25527,Loras College,2016-09-13,2016-09-16,Likely Voters,600,Live Phone,Nonpartisan,None,NA,NA,53,2016_25527_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,36,51,NA,13,25546,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,615,Internet,Nonpartisan,None,NA,NA,54,2016_25546_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,38,53,NA,9,25364,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,2599,Internet,Nonpartisan,None,NA,NA,68,2016_25364_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,32,51,NA,17,25095,"Normington, Petts & Associates (D-Duckworth)",2016-08-01,2016-08-04,Likely Voters,800,Live Phone,Sponsor,Dem,NA,NA,96,2016_25095_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,34,51,11,4,24913,Victory Research,2016-07-14,2016-07-16,Likely Voters,1200,Live Phone,Nonpartisan,None,NA,NA,115,2016_24913_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,32,57,NA,11,24058,NBC/WSJ/Marist,2016-03-04,2016-03-10,Registered Voters,1968,Live Phone,Nonpartisan,None,NA,NA,243,2016_24058_illinois
2016-illinois-president-trump-vs-clinton,2016,illinois,33,51,NA,16,22471,PPP (D),2015-07-20,2015-07-21,Likely Voters,931,IVR/Online,Pollster,Dem,NA,NA,476,2016_22471_illinois
2016-idaho-president-trump-vs-clinton,2016,idaho,47,29,4,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,612,Internet,Nonpartisan,None,6,11,1,2016_26807_idaho
2016-idaho-president-trump-vs-clinton,2016,idaho,60,33,NA,7,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,322,Internet,Nonpartisan,None,NA,NA,2,2016_26793_idaho
2016-idaho-president-trump-vs-clinton,2016,idaho,53,30,NA,17,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,325,Internet,Nonpartisan,None,NA,NA,2,2016_26806_idaho
2016-idaho-president-trump-vs-clinton,2016,idaho,49,31,2,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,447,Internet,Nonpartisan,None,10,7,8,2016_26596_idaho
2016-idaho-president-trump-vs-clinton,2016,idaho,61,34,NA,6,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,318,Internet,Nonpartisan,None,NA,NA,10,2016_26592_idaho
2016-idaho-president-trump-vs-clinton,2016,idaho,48,29,2,8,26516,Rasmussen/Heat Street,2016-10-23,2016-10-24,Likely Voters,750,IVR/Online,Nonpartisan,None,6,10,15,2016_26516_idaho
