poll_info,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation
2012-north-carolina-president-romney-vs-obama,43,43,8,6,14796,High Point University/SurveyUSA,2012-08-18,2012-08-23,Registered Voters,540,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,46,5,Not included in poll,14578,PPP (D),2012-08-02,2012-08-05,Likely Voters,813,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,44,49,4,3,14549,Rasmussen,2012-08-01,2012-08-01,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,48,49,3,Not included in poll,14405,Civitas (R) / National Research (R),2012-07-16,2012-07-18,Registered Voters,600,Live Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,47,46,6,Not included in poll,14285,PPP (D),2012-07-05,2012-07-08,Registered Voters,775,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,48,49,3,Not included in poll,14326,Project New America/Myers (D),2012-07-01,2012-07-08,Likely Voters,500,Live Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,45,50,2,3,14242,Civitas (R) / SurveyUSA,2012-06-29,2012-07-01,Registered Voters,558,Automated Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,44,47,6,3,14178,Rasmussen,2012-06-25,2012-06-25,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,44,9,1,14206,NBC/Marist,2012-06-24,2012-06-25,Registered Voters,1019,Live Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,46,48,6,Not included in poll,14073,PPP (D),2012-06-07,2012-06-10,Likely Voters,810,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,44,45,6,4,13870,SurveyUSA,2012-05-18,2012-05-21,Likely Voters,524,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,45,47,6,Not included in poll,13895,Civitas (R) / National Research (R),2012-05-19,2012-05-20,Registered Voters,600,Live Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,43,51,4,2,13810,Rasmussen,2012-05-14,2012-05-14,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,48,47,5,Not included in poll,13811,PPP (D),2012-05-10,2012-05-13,Likely Voters,666,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,47,43,9,Not included in poll,13661,SurveyUSA,2012-04-26,2012-04-30,Registered Voters,1636,IVR/Online,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,44,46,6,4,13523,Rasmussen,2012-04-10,2012-04-10,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-north-carolina-president-romney-vs-obama,49,44,8,Not included in poll,13503,PPP (D),2012-04-04,2012-04-07,Likely Voters,975,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,49,46,5,Not included in poll,13250,PPP (D),2012-03-08,2012-03-11,Registered Voters,804,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,47,46,7,Not included in poll,12820,PPP (D),2012-02-03,2012-02-05,Likely Voters,1052,Automated Phone,Pollster,Dem
2012-north-carolina-president-romney-vs-obama,39,48,11,Not included in poll,12670,Civitas (R) / National Research (R),2012-01-09,2012-01-11,Registered Voters,300,Live Phone,Pollster,Rep
2012-north-carolina-president-romney-vs-obama,46,45,9,Not included in poll,12446,PPP (D),2012-01-05,2012-01-08,Registered Voters,780,Automated Phone,Pollster,Dem
2012-new-mexico-president-romney-vs-obama,49,43,3,5,16597,YouGov,2012-10-31,2012-11-03,Likely Voters,650,Internet,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,49,41,,6,16545,POS (R-Wilson),2012-10-30,2012-10-31,Likely Voters,500,Live Phone,Sponsor,Rep
2012-new-mexico-president-romney-vs-obama,47,42,,6,16335,POS (R-Wilson),2012-10-21,2012-10-22,Likely Voters,500,Live Phone,Sponsor,Rep
2012-new-mexico-president-romney-vs-obama,49,39,5,6,15798,Albuquerque Journal,2012-10-09,2012-10-10,Likely Voters,658,Live Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,54,43,2,2,15647,Rasmussen,2012-10-08,2012-10-08,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,52,43,5,Not included in poll,16662,PPP (D-League of Conservation Voters),2012-10-02,2012-10-03,Likely Voters,778,Automated Phone,Sponsor,Dem
2012-new-mexico-president-romney-vs-obama,51,40,2,6,15451,Rasmussen,2012-09-27,2012-09-27,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,51,41,5,4,15446,We Ask America,2012-09-25,2012-09-27,Likely Voters,1258,Automated Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,47,40,,9,15401,POS (R-Wilson),2012-09-25,2012-09-27,Likely Voters,500,Live Phone,Sponsor,Rep
2012-new-mexico-president-romney-vs-obama,52,43,6,Not included in poll,15397,PPP (D)/NRDC,2012-09-17,2012-09-20,Likely Voters,3111,Automated Phone,Pollster,Dem
2012-new-mexico-president-romney-vs-obama,51,43,1,4,15194,YouGov,2012-09-07,2012-09-14,Likely Voters,293,Internet,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,53,42,5,Not included in poll,14981,PPP (D-League of Conservation Voters),2012-09-07,2012-09-09,Likely Voters,1122,Automated Phone,Sponsor,Dem
2012-new-mexico-president-romney-vs-obama,45,40,8,7,14945,Albuquerque Journal,2012-09-03,2012-09-06,Likely Voters,667,Live Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,52,38,1,9,14736,Rasmussen,2012-08-21,2012-08-21,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,49,44,6,Not included in poll,14380,PPP (D),2012-07-13,2012-07-16,Likely Voters,724,Automated Phone,Pollster,Dem
2012-new-mexico-president-romney-vs-obama,48,35,5,12,13979,FMMMA (D),2012-05-16,2012-05-21,Registered Voters,502,Live Phone,Pollster,Dem
2012-new-mexico-president-romney-vs-obama,48,35,2,15,13626,PPP (D),2012-04-19,2012-04-22,Likely Voters,526,Automated Phone,Pollster,Dem
2012-new-mexico-president-romney-vs-obama,52,36,3,9,13487,Rasmussen,2012-04-03,2012-04-03,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-mexico-president-romney-vs-obama,55,36,5,5,13145,Rasmussen,2012-02-14,2012-02-14,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,48,2,Not included in poll,16654,Rasmussen,2012-11-04,2012-11-04,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,46,3,1,16647,New England College,2012-11-03,2012-11-04,Likely Voters,687,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,48,1,Not included in poll,16600,PPP (D),2012-11-03,2012-11-04,Likely Voters,1550,Automated Phone,Pollster,Dem
2012-new-hampshire-president-romney-vs-obama,49,49,2,1,16638,ARG,2012-11-02,2012-11-04,Likely Voters,600,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,46,3,1,16623,UNH/WMUR,2012-11-01,2012-11-04,Likely Voters,776,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,47,43,6,4,16595,YouGov,2012-10-31,2012-11-03,Likely Voters,690,Internet,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,48,3,2,16528,UNH/WMUR,2012-10-31,2012-11-02,Likely Voters,502,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,49,,Not included in poll,16495,Gravis Marketing,2012-11-01,2012-11-01,Likely Voters,497,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,44,4,2,16447,New England College,2012-10-29,2012-10-31,Likely Voters,1017,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,49,47,3,1,16398,NBC/WSJ/Marist,2012-10-28,2012-10-29,Likely Voters,1013,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,49,47,5,Not included in poll,16255,PPP (D),2012-10-26,2012-10-28,Likely Voters,874,Automated Phone,Pollster,Dem
2012-new-hampshire-president-romney-vs-obama,47,42,7,4,16317,Lake Research (D-USAction),2012-10-24,2012-10-28,Likely Voters,400,Live Phone,Sponsor,Dem
2012-new-hampshire-president-romney-vs-obama,47,44,7,2,16245,Grove Insight (D-Project New America),2012-10-24,2012-10-25,Likely Voters,500,Live Phone,Pollster,Dem
2012-new-hampshire-president-romney-vs-obama,49,46,4,2,16204,New England College,2012-10-23,2012-10-25,Likely Voters,571,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,50,1,1,16106,Rasmussen,2012-10-23,2012-10-23,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,47,49,3,1,16070,ARG,2012-10-19,2012-10-22,Likely Voters,600,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,45,7,Not included in poll,16107,Lake Research (D-USAction),2012-10-18,2012-10-22,Likely Voters,400,Live Phone,Sponsor,Dem
2012-new-hampshire-president-romney-vs-obama,51,42,5,2,16050,UNH,2012-10-17,2012-10-21,Likely Voters,773,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,49,3,Not included in poll,15964,PPP (D),2012-10-17,2012-10-19,Likely Voters,1036,Automated Phone,Pollster,Dem
2012-new-hampshire-president-romney-vs-obama,50,49,1,Not included in poll,15868,Rasmussen,2012-10-15,2012-10-15,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,47,47,4,2,15815,Suffolk,2012-10-12,2012-10-14,Likely Voters,500,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,46,50,3,1,15735,ARG,2012-10-09,2012-10-11,Likely Voters,600,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,48,1,3,15665,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,44,4,2,15641,UNH/WMUR,2012-09-30,2012-10-06,Likely Voters,545,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,54,39,4,3,15447,UNH/WMUR,2012-09-27,2012-09-30,Likely Voters,588,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,45,4,1,15386,ARG,2012-09-25,2012-09-27,Likely Voters,600,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,51,44,6,Not included in poll,15476,PPP (D-Progressive Change Campaign Committee),2012-09-24,2012-09-25,Likely Voters,862,Automated Phone,Sponsor,Dem
2012-new-hampshire-president-romney-vs-obama,51,44,4,1,15370,NBC/WSJ/Marist,2012-09-23,2012-09-25,Likely Voters,1012,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,52,45,,Not included in poll,15344,GQR (D-New Hampshire Democratic Party),2012-09-15,2012-09-19,Likely Voters,600,Live Phone,Sponsor,Dem
2012-new-hampshire-president-romney-vs-obama,45,48,3,4,15130,Rasmussen,2012-09-18,2012-09-18,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,47,,Not included in poll,15107,ARG,2012-09-15,2012-09-17,Likely Voters,463,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,42,5,5,15152,YouGov,2012-09-07,2012-09-14,Likely Voters,340,Internet,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,45,40,12,3,15025,UNH/WMUR,2012-09-04,2012-09-10,Likely Voters,592,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,51,45,5,Not included in poll,14654,PPP (D),2012-08-09,2012-08-12,Likely Voters,1055,Automated Phone,Pollster,Dem
2012-new-hampshire-president-romney-vs-obama,49,46,,Not included in poll,14645,UNH/WMUR,2012-08-01,2012-08-12,Likely Voters,555,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,44,6,Not included in poll,14660,PPP (D-Democracy for America),2012-08-07,2012-08-08,Likely Voters,1591,Automated Phone,Sponsor,Dem
2012-new-hampshire-president-romney-vs-obama,49,45,,Not included in poll,14370,UNH/WMUR,2012-07-05,2012-07-15,Likely Voters,470,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,45,45,8,1,14205,NBC/Marist,2012-06-24,2012-06-25,Registered Voters,1029,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,49,46,6,Not included in poll,14167,ARG,2012-06-21,2012-06-24,Likely Voters,417,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,43,6,2,14145,Rasmussen,2012-06-20,2012-06-20,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,53,41,6,Not included in poll,13806,PPP (D),2012-05-10,2012-05-13,Likely Voters,1163,Automated Phone,Pollster,Dem
2012-new-hampshire-president-romney-vs-obama,51,42,5,2,13594,UNH/WMUR,2012-04-09,2012-04-20,Likely Voters,486,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,42,44,,Not included in poll,13561,Dartmouth,2012-04-02,2012-04-05,Registered Voters,403,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,48,41,11,Not included in poll,13424,ARG,2012-03-15,2012-03-18,Registered Voters,557,Live Phone,Nonpartisan,None
2012-new-hampshire-president-romney-vs-obama,50,40,9,Not included in poll,12833,UNH/WMUR,2012-01-25,2012-02-02,Likely Voters,495,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,47,1,Not included in poll,16645,PPP (D),2012-11-03,2012-11-04,Likely Voters,750,Automated Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,49,45,3,2,16592,YouGov,2012-10-31,2012-11-03,Likely Voters,732,Internet,Nonpartisan,None
2012-nevada-president-romney-vs-obama,50,44,4,Not included in poll,16493,Mellman (D-Americans United for Change),2012-10-29,2012-10-31,Likely Voters,600,Live Phone,Sponsor,Dem
2012-nevada-president-romney-vs-obama,50,46,2,2,16409,SurveyUSA,2012-10-23,2012-10-29,Likely Voters,1212,Mixed,Nonpartisan,None
2012-nevada-president-romney-vs-obama,49,43,,Not included in poll,16308,Grove Insight (D-Project New America/USAction),2012-10-27,2012-10-28,Likely Voters,500,Live Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,50,49,2,Not included in poll,16183,Gravis Marketing,2012-10-24,2012-10-24,Likely Voters,955,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,50,47,2,1,16174,NBC/WSJ/Marist,2012-10-23,2012-10-24,Likely Voters,1042,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,47,2,Not included in poll,16123,PPP (D),2012-10-22,2012-10-24,Likely Voters,636,Automated Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,50,48,1,1,16111,Rasmussen,2012-10-23,2012-10-23,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,49,47,3,1,16069,ARG,2012-10-19,2012-10-22,Likely Voters,600,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,43,,Not included in poll,15958,Mellman (D-Americans United for Change),2012-10-15,2012-10-17,Likely Voters,600,Live Phone,Sponsor,Dem
2012-nevada-president-romney-vs-obama,50,43,4,4,15911,Grove Insight (D-Project New America),2012-10-15,2012-10-16,Likely Voters,500,Live Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,50,47,1,2,15879,Rasmussen,2012-10-15,2012-10-15,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,48,45,3,3,15874,SurveyUSA,2012-10-11,2012-10-15,Likely Voters,806,Mixed,Nonpartisan,None
2012-nevada-president-romney-vs-obama,50,45,3,1,15853,YouGov,2012-10-04,2012-10-11,Likely Voters,358,Internet,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,47,2,Not included in poll,15676,PPP (D),2012-10-08,2012-10-10,Likely Voters,594,Automated Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,47,45,6,2,15687,Suffolk/KSNV,2012-10-06,2012-10-09,Likely Voters,500,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,47,47,3,3,15631,Rasmussen,2012-10-08,2012-10-08,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,47,46,4,3,15648,SurveyUSA,2012-10-03,2012-10-08,Likely Voters,1222,Mixed,Nonpartisan,None
2012-nevada-president-romney-vs-obama,49,48,3,Not included in poll,15554,Gravis Marketing,2012-10-03,2012-10-03,Likely Voters,1006,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,53,42,3,2,15453,We Ask America,2012-09-25,2012-09-27,Likely Voters,1078,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,49,47,3,1,15371,NBC/WSJ/Marist,2012-09-23,2012-09-25,Likely Voters,984,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,44,4,1,15272,ARG,2012-09-20,2012-09-23,Likely Voters,600,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,46,46,2,5,15302,POS (R),2012-09-19,2012-09-20,Likely Voters,500,Live Phone,Pollster,Rep
2012-nevada-president-romney-vs-obama,52,43,5,Not included in poll,15301,PPP (D-League of Conservation Voters),2012-09-18,2012-09-20,Likely Voters,501,Automated Phone,Sponsor,Dem
2012-nevada-president-romney-vs-obama,47,45,3,4,15175,Rasmussen,2012-09-18,2012-09-18,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,49,46,4,1,15182,CNN,2012-09-14,2012-09-18,Likely Voters,741,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,44,3,2,15155,YouGov,2012-09-07,2012-09-14,Likely Voters,541,Internet,Nonpartisan,None
2012-nevada-president-romney-vs-obama,50,47,4,Not included in poll,14828,PPP (D),2012-08-23,2012-08-26,Likely Voters,831,Automated Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,47,45,4,5,14725,SurveyUSA,2012-08-16,2012-08-21,Likely Voters,869,IVR/Online,Nonpartisan,None
2012-nevada-president-romney-vs-obama,50,45,4,1,14462,Rasmussen,2012-07-24,2012-07-24,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,49,43,6,2,14387,We Ask America,2012-07-17,2012-07-18,Likely Voters,1092,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,50,46,4,Not included in poll,14389,Magellan (R),2012-07-16,2012-07-17,Registered Voters,665,Mixed,Pollster,Rep
2012-nevada-president-romney-vs-obama,48,42,10,Not included in poll,14087,PPP (D),2012-06-07,2012-06-10,Likely Voters,500,Automated Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,48,46,5,1,13961,NBC/Marist,2012-05-22,2012-05-24,Registered Voters,1040,Live Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,52,44,2,2,13659,Rasmussen,2012-04-30,2012-04-30,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-nevada-president-romney-vs-obama,51,43,6,Not included in poll,13430,PPP (D),2012-03-29,2012-04-01,Registered Voters,553,Automated Phone,Pollster,Dem
2012-nevada-president-romney-vs-obama,50,44,2,3,13272,Rasmussen,2012-03-19,2012-03-19,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,45,53,2,Not included in poll,16550,PPP (D),2012-11-02,2012-11-03,Likely Voters,835,Automated Phone,Pollster,Dem
2012-missouri-president-romney-vs-obama,42,53,3,Not included in poll,16593,YouGov,2012-10-31,2012-11-03,Likely Voters,779,Internet,Nonpartisan,None
2012-missouri-president-romney-vs-obama,43,50,3,Not included in poll,16615,SurveyUSA,2012-10-28,2012-11-03,Likely Voters,589,IVR/Online,Nonpartisan,None
2012-missouri-president-romney-vs-obama,42,54,,Not included in poll,16395,We Ask America,2012-10-30,2012-10-30,Likely Voters,1217,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,41,54,4,Not included in poll,16218,Mason-Dixon,2012-10-23,2012-10-25,Likely Voters,625,Live Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,46,52,2,Not included in poll,16009,PPP (D),2012-10-19,2012-10-21,Likely Voters,582,Automated Phone,Pollster,Dem
2012-missouri-president-romney-vs-obama,43,54,3,Not included in poll,15947,Rasmussen,2012-10-17,2012-10-17,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,41,55,4,Not included in poll,15813,Wenzel Strategies (R),2012-10-12,2012-10-13,Likely Voters,1000,Live Phone,Pollster,Rep
2012-missouri-president-romney-vs-obama,42,52,4,Not included in poll,15864,YouGov,2012-10-04,2012-10-11,Likely Voters,546,Internet,Nonpartisan,None
2012-missouri-president-romney-vs-obama,45,51,4,Not included in poll,15497,PPP (D),2012-10-01,2012-10-03,Likely Voters,700,Automated Phone,Pollster,Dem
2012-missouri-president-romney-vs-obama,46,49,3,Not included in poll,15514,Rasmussen,2012-10-02,2012-10-02,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,40,50,,Not included in poll,15546,Wenzel Strategies (R-Akin),2012-09-30,2012-10-01,Likely Voters,675,Live Phone,Sponsor,Rep
2012-missouri-president-romney-vs-obama,45,48,6,Not included in poll,15455,We Ask America,2012-09-25,2012-09-27,Likely Voters,1145,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,44,50,6,Not included in poll,15341,Chilenski Strategies/Missouri Scout,2012-09-20,2012-09-20,Likely Voters,817,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,43,50,4,Not included in poll,15225,YouGov,2012-09-07,2012-09-14,Likely Voters,734,Internet,Nonpartisan,None
2012-missouri-president-romney-vs-obama,45,48,3,Not included in poll,14997,Rasmussen,2012-09-11,2012-09-11,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,38,57,5,Not included in poll,15007,Wenzel Strategies (R-Citizens United),2012-09-10,2012-09-11,Likely Voters,850,Live Phone,Sponsor,Rep
2012-missouri-president-romney-vs-obama,41,53,6,Not included in poll,14838,PPP (D),2012-08-28,2012-08-29,Likely Voters,621,Automated Phone,Pollster,Dem
2012-missouri-president-romney-vs-obama,36,53,7,Not included in poll,14836,Gravis Marketing,2012-08-23,2012-08-23,Likely Voters,1057,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,43,50,,Not included in poll,14770,Mason-Dixon,2012-08-22,2012-08-23,Likely Voters,625,Live Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,47,46,3,Not included in poll,14759,Rasmussen,2012-08-22,2012-08-22,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,42,52,7,Not included in poll,14749,PPP (D),2012-08-20,2012-08-20,Likely Voters,500,Automated Phone,Pollster,Dem
2012-missouri-president-romney-vs-obama,44,45,5,Not included in poll,14630,SurveyUSA,2012-08-09,2012-08-12,Likely Voters,585,IVR/Online,Nonpartisan,None
2012-missouri-president-romney-vs-obama,47,48,5,Not included in poll,14646,Chilenski Strategies/Missouri Scout,2012-08-08,2012-08-08,Likely Voters,663,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,44,50,3,Not included in poll,14510,Rasmussen,2012-07-30,2012-07-30,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,42,51,5,Not included in poll,14495,Mason-Dixon,2012-07-23,2012-07-25,Likely Voters,625,Live Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,40,49,9,Not included in poll,14457,We Ask America,2012-07-24,2012-07-24,Likely Voters,1172,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,42,49,3,Not included in poll,14044,Rasmussen,2012-06-07,2012-06-07,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,45,44,11,Not included in poll,13958,PPP (D),2012-05-24,2012-05-27,Registered Voters,602,Automated Phone,Pollster,Dem
2012-missouri-president-romney-vs-obama,45,48,4,Not included in poll,13574,Rasmussen,2012-04-17,2012-04-17,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,41,50,2,Not included in poll,13249,Rasmussen,2012-03-14,2012-03-15,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-missouri-president-romney-vs-obama,45,45,9,Not included in poll,12708,PPP (D),2012-01-27,2012-01-29,Likely Voters,582,Automated Phone,Pollster,Dem
2012-minnesota-president-romney-vs-obama,53,45,2,Not included in poll,16533,PPP (D),2012-11-02,2012-11-03,Likely Voters,1164,Automated Phone,Pollster,Dem
2012-minnesota-president-romney-vs-obama,52,41,4,3,16611,SurveyUSA,2012-11-01,2012-11-03,Likely Voters,556,IVR/Online,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,50,43,4,2,16584,YouGov,2012-10-31,2012-11-03,Likely Voters,790,Internet,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,53,44,3,Not included in poll,16470,PPP (D-LCV),2012-10-31,2012-11-01,Likely Voters,772,Automated Phone,Sponsor,Dem
2012-minnesota-president-romney-vs-obama,45,46,,Not included in poll,16534,NMB (R-American Future Fund),2012-10-30,2012-10-31,Likely Voters,500,Live Phone,Sponsor,Rep
2012-minnesota-president-romney-vs-obama,50,43,3,4,16410,SurveyUSA,2012-10-26,2012-10-28,Likely Voters,574,IVR/Online,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,47,44,7,2,16231,The Star Tribune Minnesota Poll/Mason-Dixon,2012-10-23,2012-10-25,Likely Voters,800,Live Phone,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,51,46,1,1,16073,Rasmussen,2012-10-21,2012-10-21,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,53,45,2,Not included in poll,16227,St. Cloud St,2012-10-15,2012-10-21,Likely Voters,601,Live Phone,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,50,40,6,4,15919,SurveyUSA,2012-10-12,2012-10-14,Likely Voters,550,IVR/Online,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,52,44,3,1,15860,YouGov,2012-10-04,2012-10-11,Likely Voters,683,Internet,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,47,43,,Not included in poll,15786,NMB (R-American Future Fund),2012-10-07,2012-10-08,Likely Voters,500,Live Phone,Sponsor,Rep
2012-minnesota-president-romney-vs-obama,53,43,4,Not included in poll,15632,PPP (D),2012-10-05,2012-10-08,Likely Voters,937,Automated Phone,Pollster,Dem
2012-minnesota-president-romney-vs-obama,48,40,7,5,15262,The Star Tribune Minnesota Poll/Mason-Dixon,2012-09-17,2012-09-19,Likely Voters,800,Live Phone,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,50,42,4,4,15191,YouGov,2012-09-07,2012-09-14,Likely Voters,816,Internet,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,51,44,5,Not included in poll,15015,PPP (D),2012-09-10,2012-09-11,Likely Voters,824,Automated Phone,Pollster,Dem
2012-minnesota-president-romney-vs-obama,50,40,5,5,14966,SurveyUSA,2012-09-06,2012-09-09,Likely Voters,551,IVR/Online,Nonpartisan,None
2012-minnesota-president-romney-vs-obama,46,40,7,7,14418,SurveyUSA,2012-07-17,2012-07-19,Likely Voters,552,IVR/Online,Nonpartisan,None
